,Seats,Engine_(CC),Power_(bhp),Mileage_(kmpl),Brand,Year,Kilometers_Driven,Fuel_Type,Tranmission,Owner_Type,Price_(Lacs)
4631,5,1596.0,101.0,15.3,Ford,2010,85000.0,Petrol,Manual,First,9.4
4632,5,1582.0,126.32,19.08,Hyundai,2012,83000.0,Diesel,Automatic,First,38.64
4633,5,999.0,67.0,21.7,Renault,2016,26000.0,Petrol,Manual,First,19.32
4634,5,1248.0,88.8,22.3,Tata,2012,27000.0,Diesel,Manual,First,22.54
4635,5,1396.0,88.73,21.19,Hyundai,2018,37746.0,Diesel,Manual,First,48.88
4636,5,1586.0,104.68,15.0,Maruti,2009,63274.0,Petrol,Manual,Second,12.82
4637,5,799.0,53.3,25.17,Renault,2016,25000.0,Petrol,Manual,First,24.47
4638,7,2498.0,112.0,11.68,Mahindra,2013,131500.0,Diesel,Manual,First,25.76
4639,5,814.0,55.2,21.1,Hyundai,2013,45010.0,Petrol,Manual,Second,19.0
4640,5,1498.0,98.6,25.8,Honda,2013,75348.0,Diesel,Manual,First,24.15
4641,5,1199.0,73.9,22.07,Volkswagen,2010,90110.0,Diesel,Manual,First,16.1
4642,5,1497.0,118.0,17.0,Honda,2011,102013.0,Petrol,Manual,First,24.15
4643,7,2982.0,168.5,12.55,Toyota,2015,36000.0,Diesel,Automatic,First,141.68
4644,5,1198.0,86.7,18.0,Honda,2017,37578.0,Petrol,Manual,First,39.54
4645,5,1995.0,143.0,20.58,BMW,2015,46001.0,Diesel,Automatic,First,103.04
4646,5,998.0,67.04,23.1,Maruti,2014,46559.0,Petrol,Automatic,First,24.15
4647,8,2494.0,100.6,12.99,Toyota,2015,48000.0,Diesel,Manual,First,75.67
4648,5,2179.0,187.7,16.36,Jaguar,2013,46000.0,Diesel,Automatic,Second,154.56
4649,5,1199.0,88.7,17.5,Honda,2017,15000.0,Petrol,Manual,First,57.32
4650,5,1995.0,184.0,17.05,BMW,2012,85000.0,Diesel,Automatic,Third,64.4
4651,5,1598.0,103.5,14.3,Skoda,2014,32000.0,Petrol,Automatic,First,35.74
4652,5,1598.0,103.5,16.09,Volkswagen,2012,60818.0,Petrol,Manual,First,23.12
4653,5,1498.0,98.59,22.77,Ford,2019,35188.0,Diesel,Manual,First,71.68
4654,7,2179.0,140.0,15.1,Mahindra,2012,110000.0,Diesel,Manual,First,46.37
4655,5,1388.0,67.0,18.6,Ford,2014,61000.0,Diesel,Manual,First,19.19
4656,5,1086.0,62.1,17.92,Hyundai,2010,75000.0,Petrol,Manual,Second,10.95
4657,7,2987.0,224.0,12.0,Mercedes-Benz,2015,55000.0,Diesel,Automatic,First,334.88
4658,5,796.0,46.3,19.7,Maruti,2003,69966.0,Petrol,Manual,First,6.12
4659,5,1497.0,117.3,17.8,Honda,2016,42000.0,Petrol,Manual,First,59.57
4660,7,2199.0,194.3,13.01,Hyundai,2014,48000.0,Diesel,Automatic,First,104.65
4661,5,2143.0,136.0,17.9,Mercedes-Benz,2015,35000.0,Diesel,Automatic,First,135.18
4662,8,2494.0,102.0,12.8,Toyota,2005,128000.0,Diesel,Manual,Second,27.37
4663,5,1995.0,181.0,16.07,BMW,2008,78000.0,Diesel,Automatic,Second,46.37
4664,5,1197.0,85.8,18.6,Maruti,2011,53080.0,Petrol,Manual,First,28.34
4665,5,1598.0,103.6,15.04,Volkswagen,2011,66000.0,Petrol,Manual,Second,27.37
4666,7,1373.0,93.7,16.02,Maruti,2012,25000.0,Petrol,Manual,First,34.45
4667,5,1197.0,82.0,18.9,Hyundai,2016,36139.0,Petrol,Automatic,Second,40.57
4668,5,1582.0,126.2,19.67,Hyundai,2017,44000.0,Diesel,Manual,First,80.5
4669,5,2967.0,233.575,16.77,Audi,2008,50000.0,Diesel,Automatic,Second,48.3
4670,7,1997.0,140.0,16.0,Mahindra,2016,81177.0,Diesel,Manual,First,72.45
4671,5,1499.0,110.4,16.05,Ford,2016,26000.0,Petrol,Automatic,First,49.27
4672,5,1120.0,71.0,24.4,Hyundai,2016,100000.0,Diesel,Manual,First,28.98
4673,5,1498.0,103.2,21.21,Volkswagen,2014,75000.0,Diesel,Automatic,First,48.3
4674,5,2987.0,210.0,13.0,Mercedes-Benz,2004,119859.0,Petrol,Automatic,First,45.72
4675,5,1197.0,78.9,20.36,Hyundai,2010,55980.0,Petrol,Manual,First,14.49
4676,5,1968.0,174.33,17.11,Audi,2015,30000.0,Diesel,Automatic,First,173.88
4677,5,1396.0,88.76,21.9,Hyundai,2012,49700.0,Diesel,Manual,Second,26.92
4678,5,1396.0,88.7,23.5,Hyundai,2013,79000.0,Diesel,Manual,First,41.86
4679,5,1497.0,118.0,17.0,Honda,2010,65100.0,Petrol,Manual,First,20.29
4680,7,1248.0,88.5,25.47,Maruti,2016,54161.0,Diesel,Manual,First,49.2
4681,5,796.0,46.3,19.7,Maruti,2011,28619.0,Petrol,Manual,First,15.46
4682,5,998.0,67.0,20.51,Maruti,2016,9000.0,Petrol,Automatic,First,27.37
4683,5,1582.0,126.2,19.08,Hyundai,2016,42876.0,Diesel,Automatic,First,59.96
4684,5,796.0,46.3,19.7,Maruti,2011,64000.0,Petrol,Manual,First,15.39
4685,5,1598.0,103.5,16.09,Volkswagen,2018,20488.0,Petrol,Manual,Second,49.2
4686,5,1197.0,83.1,21.4,Maruti,2016,21000.0,Petrol,Manual,First,39.99
4687,5,2179.0,115.0,6.274999999999997,Land,2012,119203.0,Diesel,Automatic,First,106.26
4688,5,1997.0,153.86,13.7,Honda,2011,55987.0,Petrol,Automatic,First,52.94
4689,7,2755.0,174.5,14.24,Toyota,2017,72668.0,Diesel,Manual,First,185.79
4690,5,1497.0,116.3,15.6,Honda,2015,32000.0,Petrol,Automatic,First,54.74
4691,2,3163.75,233.575,12.0,Mercedes-Benz,2014,3000.0,Petrol,Automatic,Second,579.6
4692,5,1497.0,117.3,17.4,Honda,2015,10400.0,Petrol,Manual,First,41.92
4693,5,1248.0,74.0,22.9,Maruti,2013,35000.0,Diesel,Manual,First,29.95
4694,5,1794.0,138.1,14.53,Toyota,2013,55101.0,Petrol,Automatic,First,54.1
4695,5,1364.0,67.06,23.59,Toyota,2014,57464.0,Diesel,Manual,First,37.03
4696,5,998.0,67.1,18.9,Maruti,2006,110000.0,Petrol,Manual,First,7.15
4697,5,1172.0,84.8,15.7,Fiat,2017,17941.0,Petrol,Manual,First,25.31
4698,5,1991.0,184.0,12.0,Mercedes-Benz,2014,72000.0,Petrol,Automatic,First,111.09
4699,5,2179.0,187.7,16.36,Jaguar,2012,16000.0,Diesel,Automatic,First,206.08
4700,5,1197.0,80.0,17.0,Hyundai,2011,62020.0,Petrol,Manual,First,22.22
4701,5,2179.0,147.51,12.39,Land,2014,85000.0,Diesel,Automatic,Second,148.12
4702,5,1197.0,81.86,18.6,Hyundai,2018,14223.0,Petrol,Manual,First,47.14
4703,5,1198.0,86.7,18.0,Honda,2014,41210.0,Petrol,Manual,First,28.34
4704,5,2987.0,165.0,6.274999999999997,Mercedes-Benz,2015,20000.0,Diesel,Automatic,First,304.93
4705,5,796.0,47.3,22.74,Maruti,2016,18043.0,Petrol,Manual,First,26.53
4706,7,2755.0,171.5,11.36,Toyota,2016,80000.0,Diesel,Automatic,First,125.58
4707,5,1197.0,82.0,18.9,Hyundai,2016,21000.0,Petrol,Automatic,First,39.93
4708,5,2993.0,233.575,16.55,BMW,2016,49000.0,Diesel,Automatic,First,289.8
4709,5,970.0,60.0,15.0,Maruti,1998,104000.0,Petrol,Manual,Second,5.47
4710,5,1197.0,80.0,18.5,Hyundai,2010,95000.0,Petrol,Manual,Second,18.03
4711,5,1197.0,82.0,18.9,Hyundai,2015,32000.0,Petrol,Automatic,First,30.91
4712,5,1123.0,105.33333333333333,17.0,Hyundai,2003,80000.0,Petrol,Manual,Second,5.8
4713,5,1498.0,89.75,25.01,Ford,2014,122800.0,Diesel,Manual,First,36.39
4714,5,2148.0,170.0,15.0,Mercedes-Benz,2011,78000.0,Diesel,Manual,Second,93.38
4715,5,1248.0,74.0,26.59,Maruti,2015,69000.0,Diesel,Manual,First,38.0
4716,5,1364.0,67.04,23.59,Toyota,2015,65000.0,Diesel,Manual,Second,32.2
4717,5,1197.0,82.0,19.1,Hyundai,2015,23000.0,Petrol,Manual,First,31.56
4718,5,1799.0,130.0,13.5,Honda,2009,70000.0,Petrol,Manual,First,27.37
4719,8,2494.0,100.6,12.99,Toyota,2014,131500.0,Diesel,Manual,First,70.2
4720,5,1495.0,94.0,13.2,Hyundai,2012,56000.0,Petrol,Manual,First,15.78
4721,5,796.0,47.3,22.74,Maruti,2013,30000.0,Petrol,Manual,First,16.1
4722,2,3163.75,233.575,8.1,Mercedes-Benz,2010,35000.0,Petrol,Automatic,First,189.98
4723,5,1498.0,89.84,22.7,Ford,2013,92250.0,Diesel,Manual,Second,37.03
4724,5,1197.0,81.86,20.14,Hyundai,2018,40000.0,Petrol,Manual,First,32.2
4725,5,1598.0,103.6,14.3,Skoda,2014,96848.0,Petrol,Automatic,First,29.75
4726,5,1968.0,174.33,15.73,Audi,2016,42000.0,Diesel,Automatic,First,151.34
4727,7,2179.0,140.0,16.0,Mahindra,2013,55886.0,Diesel,Manual,First,46.69
4728,5,1591.0,121.3,17.0,Hyundai,2019,12336.0,Petrol,Manual,First,76.51
4729,5,1599.0,103.2,13.9,Hyundai,2009,60000.0,Petrol,Manual,Third,14.49
4730,5,1597.0,92.0,14.2,Ford,2003,83000.0,Petrol,Manual,Second,5.47
4731,5,1198.0,67.04,19.69,Nissan,2018,24000.0,Petrol,Manual,First,25.76
4732,5,1198.0,86.8,16.5,Honda,2016,32198.0,Petrol,Automatic,First,32.84
4733,7,2494.0,100.6,12.99,Toyota,2014,92247.0,Diesel,Manual,First,80.5
4734,5,1498.0,108.5,20.64,Volkswagen,2011,121311.0,Diesel,Manual,First,18.68
4735,7,2179.0,140.0,16.0,Mahindra,2016,66296.0,Diesel,Manual,First,102.78
4736,5,1197.0,82.0,16.9,Hyundai,2015,41000.0,Petrol,Automatic,First,35.1
4737,7,2198.0,157.7,13.5,Ford,2017,38681.0,Diesel,Manual,First,153.66
4738,5,995.0,62.0,18.0,Chevrolet,2008,43761.0,Petrol,Manual,First,11.27
4739,7,1248.0,88.5,24.52,Maruti,2017,17400.0,Diesel,Manual,First,62.79
4740,5,1498.0,98.6,25.8,Honda,2013,61510.0,Diesel,Manual,First,30.59
4741,5,1497.0,117.3,17.4,Honda,2014,60000.0,Petrol,Manual,First,40.25
4742,5,1998.0,112.0,23.8,Mini,2014,35165.0,Diesel,Automatic,Second,141.68
4743,5,1794.0,138.1,14.53,Toyota,2016,41617.0,Petrol,Automatic,First,91.06
4744,5,1086.0,62.1,17.0,Hyundai,2005,45000.0,Petrol,Manual,First,6.12
4745,5,1798.0,157.75,13.7,Skoda,2014,65000.0,Petrol,Automatic,First,76.96
4746,5,998.0,67.1,18.9,Maruti,2011,68000.0,Petrol,Manual,First,16.1
4747,5,1086.0,68.05,19.81,Hyundai,2013,49000.0,Petrol,Manual,First,17.71
4748,5,1199.0,84.0,23.84,Tata,2019,16698.0,Petrol,Manual,First,37.67
4749,5,1197.0,83.1,21.4,Maruti,2016,30965.0,Petrol,Manual,First,40.25
4750,5,1598.0,103.2,15.04,Volkswagen,2014,56058.0,Petrol,Manual,First,31.88
4751,5,1197.0,81.86,18.9,Hyundai,2017,15356.0,Petrol,Manual,First,30.59
4752,5,1399.0,68.05,20.0,Ford,2013,54000.0,Diesel,Manual,First,16.42
4753,5,1799.0,130.3,13.9,Honda,2011,47000.0,Petrol,Automatic,Second,28.98
4754,5,796.0,47.3,22.74,Maruti,2015,21652.0,Petrol,Manual,First,19.38
4755,5,1999.0,177.0,15.68,Land,2016,52000.0,Diesel,Automatic,First,270.48
4756,5,2698.0,179.5,12.4,Audi,2010,35010.0,Diesel,Automatic,First,74.06
4757,5,2987.0,198.5,11.0,Mercedes-Benz,2006,76662.0,Diesel,Automatic,First,70.78
4758,5,1497.0,118.0,17.0,Honda,2009,89000.0,Petrol,Automatic,First,23.89
4759,5,2354.0,152.0,10.1,Honda,2006,80000.0,Petrol,Automatic,Third,12.88
4760,5,1248.0,88.5,28.09,Maruti,2018,39023.0,Diesel,Manual,First,61.05
4761,5,998.0,67.1,18.9,Maruti,2004,62000.0,Petrol,Manual,Second,8.05
4762,5,1582.0,126.2,19.67,Hyundai,2015,78046.0,Diesel,Manual,First,70.2
4763,5,1248.0,88.5,28.09,Maruti,2015,34400.0,Diesel,Manual,First,35.42
4764,5,814.0,55.2,21.1,Hyundai,2016,64624.0,Petrol,Manual,First,23.89
4765,7,1373.0,93.7,16.02,Maruti,2014,69192.0,Petrol,Manual,First,40.25
4766,5,1598.0,103.6,20.54,Volkswagen,2012,55000.0,Diesel,Manual,First,31.56
4767,5,1493.0,100.0,12.8,Honda,2005,81000.0,Petrol,Manual,Second,7.08
4768,5,1198.0,73.9,16.47,Volkswagen,2016,36733.0,Petrol,Manual,First,30.4
4769,4,796.0,40.3,29.995000000000005,Maruti,2017,24310.0,CNG,Manual,First,23.83
4770,5,2143.0,136.0,17.9,Mercedes-Benz,2016,43022.0,Diesel,Automatic,First,160.03
4771,7,2199.0,194.3,14.66,Hyundai,2013,74000.0,Diesel,Manual,First,78.89
4772,5,1248.0,74.0,22.9,Maruti,2014,47000.0,Diesel,Manual,First,25.12
4773,5,1197.0,81.86,18.6,Hyundai,2017,37460.0,Petrol,Manual,First,40.44
4774,8,2498.0,112.0,14.0,Mahindra,2011,130000.0,Diesel,Manual,First,17.71
4775,5,1197.0,82.0,18.9,Hyundai,2017,31576.0,Petrol,Manual,First,50.55
4776,5,1598.0,103.6,15.04,Volkswagen,2011,66000.0,Petrol,Manual,First,19.0
4777,5,2354.0,177.6,11.7,Honda,2008,79000.0,Petrol,Automatic,Second,31.23
4778,5,2925.0,233.575,13.5,Mercedes-Benz,2011,47140.0,Diesel,Automatic,Second,193.2
4779,5,2143.0,107.3,15.0,Mercedes-Benz,2016,36610.0,Diesel,Automatic,First,128.16
4780,5,1582.0,126.2,20.5,Hyundai,2016,93000.0,Diesel,Manual,First,69.55
4781,5,796.0,46.3,19.7,Maruti,2007,52195.0,Petrol,Manual,First,11.27
4782,5,1968.0,143.0,20.38,Audi,2016,20003.0,Diesel,Automatic,First,123.97
4783,5,1461.0,83.8,19.87,Renault,2013,66314.0,Diesel,Manual,First,35.42
4784,5,1399.0,68.0,17.8,Ford,2009,76000.0,Diesel,Manual,First,17.71
4785,5,1582.0,126.2,19.67,Hyundai,2015,29000.0,Diesel,Manual,First,83.72
4786,5,1399.0,68.0,20.0,Ford,2011,30000.0,Diesel,Manual,First,20.61
4787,5,1598.0,103.5,15.26,Volkswagen,2013,56526.0,Petrol,Manual,First,37.61
4788,5,1969.0,150.0,16.8,Volvo,2015,38000.0,Diesel,Automatic,Second,154.56
4789,5,1582.0,126.32,19.08,Hyundai,2012,41000.0,Diesel,Automatic,First,40.25
4790,5,2993.0,233.575,14.49,BMW,2009,53000.0,Diesel,Automatic,First,231.84
4791,5,1998.0,68.0,14.8,Mitsubishi,2003,125000.0,Diesel,Manual,Third,19.32
4792,7,2982.0,171.0,11.5,Toyota,2010,131500.0,Diesel,Manual,First,70.84
4793,5,1248.0,88.5,26.21,Maruti,2015,90000.0,Diesel,Manual,First,41.86
4794,5,1248.0,88.5,24.3,Maruti,2018,11000.0,Diesel,Manual,First,60.54
4795,5,1995.0,190.0,21.76,BMW,2018,21936.0,Diesel,Automatic,First,244.2
4796,5,1598.0,103.6,14.4,Volkswagen,2013,41000.0,Petrol,Automatic,First,33.81
4797,5,1197.0,80.0,17.0,Hyundai,2011,47000.0,Petrol,Manual,First,28.98
4798,5,2993.0,233.575,11.0,BMW,2009,110000.0,Diesel,Automatic,First,115.92
4799,5,1197.0,82.0,19.1,Hyundai,2015,45960.0,Petrol,Manual,First,35.81
4800,5,2143.0,203.0,14.21,Mercedes-Benz,2013,48000.0,Diesel,Automatic,First,141.68
4801,5,2179.0,147.51,12.39,Land,2011,68000.0,Diesel,Automatic,First,141.68
4802,5,1197.0,78.9,20.36,Hyundai,2011,41000.0,Petrol,Manual,First,17.07
4803,5,1582.0,126.32,22.32,Hyundai,2013,69573.0,Diesel,Manual,Second,37.67
4804,5,1968.0,138.1,19.33,Volkswagen,2012,115000.0,Diesel,Manual,First,44.76
4805,7,2179.0,140.0,15.1,Mahindra,2012,47629.0,Diesel,Manual,First,41.86
4806,8,796.0,35.0,19.7,Maruti,2004,66624.0,Petrol,Manual,Third,5.47
4807,5,1798.0,177.46,14.67,Skoda,2013,80000.0,Petrol,Automatic,Second,46.69
4808,5,1248.0,74.0,22.9,Maruti,2012,94868.0,Diesel,Manual,First,28.98
4809,8,2179.0,120.0,10.5,Mahindra,2010,76477.0,Diesel,Manual,First,27.37
4810,5,1991.0,183.0,13.7,Mercedes-Benz,2016,28000.0,Petrol,Automatic,First,167.44
4811,6,2498.0,105.0,16.55,Mahindra,2017,28599.0,Diesel,Manual,First,62.21
4812,5,1461.0,108.45,19.01,Renault,2013,45348.0,Diesel,Manual,Second,44.11
4813,5,1968.0,167.6,12.8,Audi,2013,80127.0,Diesel,Automatic,First,152.5
4814,5,2179.0,147.51,12.39,Land,2013,68000.0,Diesel,Automatic,Second,101.43
4815,5,1598.0,103.6,20.54,Volkswagen,2012,75000.0,Diesel,Manual,Third,22.54
4816,5,2979.0,233.575,11.62,BMW,2006,48000.0,Petrol,Automatic,Second,45.02
4817,5,1582.0,126.2,22.7,Hyundai,2019,41871.0,Diesel,Manual,First,100.27
4818,7,2956.0,83.8,15.3,Tata,2015,84931.0,Diesel,Manual,First,34.07
4819,5,799.0,53.64,22.7,Datsun,2016,15000.0,Petrol,Manual,First,14.49
4820,5,2993.0,233.575,11.7,BMW,2009,110000.0,Diesel,Automatic,First,128.8
4821,4,3163.75,233.575,7.94,BMW,2011,5900.0,Petrol,Automatic,First,305.9
4822,5,1061.0,47.0,18.9,Maruti,2002,103653.0,Petrol,Manual,Second,7.86
4823,5,1198.0,73.9,16.47,Volkswagen,2012,64806.0,Petrol,Manual,First,23.51
4824,7,1198.0,67.0,20.62,Datsun,2016,35000.0,Petrol,Manual,First,19.96
4825,5,1591.0,121.3,15.29,Hyundai,2016,40000.0,Petrol,Manual,First,74.06
4826,5,998.0,67.1,24.07,Maruti,2015,23876.0,Petrol,Manual,First,22.28
4827,7,2199.0,194.3,14.66,Hyundai,2013,67901.0,Diesel,Manual,First,53.97
4828,5,1598.0,103.6,15.11,Volkswagen,2014,68865.0,Diesel,Manual,First,30.91
4829,5,1498.0,98.6,25.8,Honda,2014,71000.0,Diesel,Manual,Second,28.98
4830,5,1298.0,86.06666666666666,15.9,Maruti,2004,95000.0,Petrol,Manual,First,5.15
4831,5,1248.0,74.0,22.9,Maruti,2014,25000.0,Diesel,Manual,First,25.44
4832,5,1598.0,103.5,20.5,Skoda,2012,131500.0,Diesel,Manual,First,23.51
4833,5,2987.0,198.5,11.0,Mercedes-Benz,2005,131000.0,Diesel,Automatic,First,64.4
4834,8,2179.0,120.0,12.05,Mahindra,2011,65000.0,Diesel,Manual,Second,25.76
4835,5,1461.0,84.8,21.64,Nissan,2012,117777.0,Diesel,Manual,First,30.59
4836,5,1298.0,85.8,17.5,Maruti,2009,65000.0,Petrol,Manual,Second,19.96
4837,5,814.0,55.2,21.1,Hyundai,2017,46897.0,Petrol,Manual,First,23.25
4838,5,1198.0,86.8,19.4,Honda,2015,36695.0,Petrol,Manual,First,27.63
4839,5,1198.0,75.0,18.06,Nissan,2011,43000.0,Petrol,Manual,First,13.72
4840,5,796.0,46.3,19.7,Maruti,2008,54000.0,Petrol,Manual,First,7.08
4841,5,1995.0,190.0,22.69,BMW,2011,89000.0,Diesel,Automatic,First,89.84
4842,5,1198.0,74.0,16.47,Volkswagen,2014,7000.0,Petrol,Manual,First,34.45
4843,5,998.0,67.04,23.1,Maruti,2014,58470.0,Petrol,Manual,First,25.12
4844,5,1197.0,81.8,21.5,Maruti,2014,37000.0,Petrol,Manual,First,18.03
4845,5,1248.0,88.5,26.21,Maruti,2016,29000.0,Diesel,Manual,First,56.35
4846,5,1968.0,147.51,16.55,Audi,2013,52000.0,Diesel,Automatic,First,125.58
4847,5,1198.0,86.8,19.4,Honda,2013,32807.0,Petrol,Manual,First,17.71
4848,8,2179.0,120.0,11.79,Mahindra,2013,86000.0,Diesel,Automatic,First,51.52
4849,5,1498.0,98.6,26.0,Honda,2014,66500.0,Diesel,Manual,First,36.71
4850,5,1995.0,184.0,17.05,BMW,2012,94000.0,Diesel,Automatic,First,80.5
4851,5,995.0,62.0,18.0,Chevrolet,2011,29000.0,Petrol,Manual,Second,11.27
4852,5,1399.0,68.0,20.0,Ford,2010,107389.0,Diesel,Manual,Second,12.24
4853,5,1197.0,81.8,20.4,Maruti,2015,36100.0,Petrol,Manual,First,28.98
4854,5,2143.0,170.0,19.27,Mercedes-Benz,2015,16329.0,Diesel,Automatic,First,195.13
4855,5,1968.0,141.0,19.3,Skoda,2014,36000.0,Diesel,Automatic,First,103.04
4856,5,1995.0,190.0,18.56,BMW,2017,41816.0,Diesel,Automatic,First,211.1
4857,5,814.0,55.2,21.1,Hyundai,2015,54680.0,Petrol,Manual,First,16.1
4858,5,1968.0,187.74,18.25,Audi,2017,14000.0,Diesel,Automatic,First,276.92
4859,5,1196.0,86.8,18.16,Ford,2017,23977.0,Petrol,Manual,First,34.65
4860,5,998.0,67.1,20.92,Maruti,2013,30131.0,Petrol,Manual,First,17.07
4861,5,796.0,47.3,24.7,Maruti,2017,2530.0,Petrol,Manual,First,21.25
4862,5,2143.0,167.62,19.27,Mercedes-Benz,2015,39000.0,Diesel,Automatic,First,218.96
4863,5,1086.0,68.0,20.3,Hyundai,2001,131500.0,Petrol,Manual,Third,4.51
4864,5,1120.0,71.0,24.4,Hyundai,2017,32257.0,Diesel,Manual,First,43.99
4865,5,1498.0,98.6,25.8,Honda,2016,46983.0,Diesel,Manual,First,37.16
4866,5,1248.0,75.0,17.8,Maruti,2008,107000.0,Diesel,Manual,Second,19.96
4867,5,1199.0,74.0,16.2,Volkswagen,2017,19000.0,Petrol,Manual,First,31.88
4868,5,1968.0,174.33,17.11,Audi,2013,88000.0,Diesel,Automatic,First,104.65
4869,7,3163.75,233.575,10.2,Land,2012,84384.0,Diesel,Automatic,First,338.36
4870,7,2179.0,140.0,16.0,Mahindra,2011,128000.0,Diesel,Manual,Third,41.22
4871,7,2499.0,141.0,13.1,Ford,2011,71000.0,Diesel,Manual,Third,44.76
4872,5,1396.0,53.5,17.2,Tata,2008,50000.0,Diesel,Manual,First,5.47
4873,5,1197.0,83.1,21.4,Maruti,2016,16000.0,Petrol,Manual,First,44.76
4874,5,1120.0,71.0,24.4,Hyundai,2017,82000.0,Diesel,Manual,First,22.22
4875,5,1799.0,130.0,13.5,Honda,2008,80000.0,Petrol,Manual,First,17.71
4876,5,1197.0,81.83,18.6,Hyundai,2015,36000.0,Petrol,Manual,Second,31.88
4877,5,1198.0,108.5,17.0,Tata,2018,17477.0,Petrol,Manual,First,61.95
4878,5,1197.0,81.83,18.6,Hyundai,2016,16725.0,Petrol,Manual,First,43.73
4879,5,1197.0,85.8,19.1,Maruti,2014,48241.0,Petrol,Manual,First,28.98
4880,5,998.0,67.04,22.5,Maruti,2014,52431.0,Petrol,Manual,First,19.38
4881,5,1396.0,88.76,21.9,Hyundai,2012,68000.0,Diesel,Manual,First,28.34
4882,7,2982.0,168.5,12.55,Toyota,2012,131500.0,Diesel,Automatic,First,112.64
4883,5,1197.0,78.9,20.36,Hyundai,2014,31446.0,Petrol,Manual,First,30.01
4884,5,1197.0,82.0,18.9,Hyundai,2015,25000.0,Petrol,Manual,First,35.42
4885,5,1197.0,81.83,18.6,Hyundai,2016,57000.0,Petrol,Manual,First,38.64
4886,5,1086.0,62.1,17.0,Hyundai,2007,76000.0,Petrol,Automatic,First,15.46
4887,5,1248.0,88.5,24.3,Maruti,2018,57078.0,Diesel,Manual,First,65.62
4888,5,1498.0,98.6,25.8,Honda,2016,47471.0,Diesel,Manual,First,33.81
4889,5,2143.0,203.2,15.26,Mercedes-Benz,2014,50000.0,Diesel,Automatic,First,289.8
4890,5,1396.0,90.0,23.0,Hyundai,2010,62000.0,Diesel,Manual,First,17.39
4891,5,1086.0,68.05,19.81,Hyundai,2013,65807.0,Petrol,Manual,First,21.83
4892,5,1248.0,74.0,26.59,Maruti,2014,81768.0,Diesel,Manual,First,36.64
4893,2,2979.0,233.575,10.37,BMW,2018,9952.0,Petrol,Automatic,First,377.0
4894,5,1248.0,74.0,27.39,Maruti,2017,24000.0,Diesel,Manual,First,54.1
4895,5,936.0,57.6,25.44,Chevrolet,2012,72921.0,Diesel,Manual,First,16.1
4896,5,1198.0,86.8,19.4,Honda,2012,59000.0,Petrol,Manual,First,20.93
4897,5,1399.0,68.05,20.0,Ford,2014,33000.0,Diesel,Manual,Second,20.93
4898,5,998.0,67.04,23.1,Maruti,2016,36789.0,Petrol,Automatic,First,27.37
4899,5,2143.0,170.0,14.84,Mercedes-Benz,2014,41000.0,Diesel,Automatic,First,119.14
4900,5,1086.0,62.1,17.0,Hyundai,2007,71000.0,Petrol,Automatic,First,15.46
4901,5,1198.0,86.8,19.4,Honda,2015,46650.0,Petrol,Manual,First,27.37
4902,5,1197.0,83.1,21.4,Maruti,2018,3000.0,Petrol,Automatic,First,56.99
4903,5,814.0,55.2,21.1,Hyundai,2014,14799.0,Petrol,Manual,First,26.66
4904,5,1798.0,73.0,13.366666666666667,Toyota,2011,44000.0,Electric,Automatic,First,82.11
4905,5,1396.0,90.0,23.0,Hyundai,2015,68525.0,Diesel,Manual,First,45.08
4906,7,3163.75,197.0,10.91,Ford,2018,15000.0,Diesel,Automatic,First,212.52
4907,5,1497.0,117.3,17.4,Honda,2017,29000.0,Petrol,Manual,First,64.4
4908,5,1248.0,88.8,21.5,Maruti,2012,77407.0,Diesel,Manual,Second,22.73
4909,5,1598.0,102.5,12.9,Chevrolet,2007,118000.0,Petrol,Manual,First,8.69
4910,5,1598.0,103.6,20.54,Volkswagen,2013,75000.0,Diesel,Manual,First,28.98
4911,5,1497.0,116.3,16.8,Honda,2012,69000.0,Petrol,Manual,First,31.56
4912,5,1582.0,126.2,19.67,Hyundai,2016,52553.0,Diesel,Manual,First,78.95
4913,5,1120.0,71.0,24.4,Hyundai,2014,58000.0,Diesel,Manual,Second,25.7
4914,5,2143.0,170.0,17.9,Mercedes-Benz,2017,24000.0,Diesel,Automatic,First,302.36
4915,5,1399.0,68.0,20.0,Ford,2015,65542.0,Diesel,Manual,First,24.47
4916,5,1896.0,105.0,15.0,Volkswagen,2013,68008.0,Diesel,Manual,Second,43.47
4917,7,1493.0,100.0,18.49,Mahindra,2017,22251.0,Diesel,Manual,First,56.35
4918,5,1499.0,110.0,15.8,Ford,2013,55000.0,Petrol,Manual,Second,33.49
4919,5,1591.0,121.3,17.1,Hyundai,2017,19387.0,Petrol,Manual,First,54.22
4920,5,998.0,58.16,26.6,Maruti,2014,58000.0,CNG,Manual,First,19.32
4921,5,1197.0,81.83,18.6,Hyundai,2016,24001.0,Petrol,Manual,First,37.03
4922,5,1968.0,140.8,15.2,Audi,2008,17000.0,Diesel,Automatic,First,62.79
4923,5,1198.0,67.04,19.49,Nissan,2015,28500.0,Petrol,Manual,First,22.54
4924,5,2143.0,203.2,15.26,Mercedes-Benz,2014,66000.0,Diesel,Automatic,First,193.2
4925,5,2179.0,147.5,12.83,Land,2017,22000.0,Diesel,Automatic,First,225.4
4926,5,1591.0,121.3,15.8,Hyundai,2018,44383.0,Petrol,Manual,First,85.33
